total_households,households_with_0_vehicles,households_with_1_vehicle,households_with_2_vehicles,households_with_3_vehicles,households_with_4_vehicles,households_with_5_vehicles,households_with_6_vehicles,households_with_7_vehicles,households_with_8_or_more_vehicles,state,county,tract,households_with_vehicles,vehicle_ownership_rate,tract_geoid
355.0,113.0,52.0,70.0,85.0,13.0,22.0,309.0,6.0,142.0,20,055,960507,699.0,1.9690140845070423,20055960507
730.0,5.0,85.0,365.0,46.0,167.0,62.0,119.0,11.0,34.0,20,055,960508,889.0,1.2178082191780821,20055960508
1084.0,48.0,257.0,255.0,316.0,151.0,57.0,621.0,143.0,200.0,20,055,960600,2000.0,1.845018450184502,20055960600
722.0,2.0,95.0,321.0,227.0,43.0,34.0,189.0,2.0,80.0,20,057,961600,991.0,1.3725761772853187,20057961600
680.0,8.0,108.0,312.0,158.0,81.0,13.0,200.0,5.0,71.0,20,057,961700,948.0,1.3941176470588235,20057961700
1335.0,87.0,70.0,768.0,304.0,106.0,0.0,317.0,57.0,176.0,20,057,961801,1798.0,1.3468164794007491,20057961801
1039.0,0.0,105.0,530.0,250.0,131.0,23.0,693.0,13.0,428.0,20,057,961802,2173.0,2.0914340712223294,20057961802
750.0,0.0,229.0,323.0,178.0,0.0,20.0,675.0,89.0,198.0,20,057,961901,1712.0,2.2826666666666666,20057961901
879.0,0.0,129.0,415.0,226.0,93.0,16.0,290.0,65.0,96.0,20,057,961902,1330.0,1.5130830489192264,20057961902
878.0,5.0,74.0,337.0,300.0,103.0,59.0,672.0,69.0,338.0,20,057,962000,1952.0,2.223234624145786,20057962000
554.0,16.0,134.0,244.0,117.0,25.0,18.0,627.0,86.0,299.0,20,057,962101,1550.0,2.7978339350180503,20057962101
867.0,6.0,176.0,383.0,148.0,132.0,22.0,204.0,0.0,141.0,20,057,962102,1206.0,1.3910034602076125,20057962102
1087.0,4.0,176.0,292.0,259.0,192.0,164.0,266.0,18.0,42.0,20,059,954101,1409.0,1.296228150873965,20059954101
879.0,0.0,170.0,345.0,216.0,113.0,35.0,248.0,32.0,128.0,20,059,954102,1287.0,1.4641638225255973,20059954102
779.0,16.0,158.0,286.0,143.0,152.0,24.0,288.0,0.0,162.0,20,059,954200,1213.0,1.5571245186136071,20059954200
